CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,RFMSegment,Cluster,Segment,PCA1,PCA2,TSNE1,TSNE2
15819,50,4,1905.45,3,4,4,11,Loyal Customers,2,High-Value Active,0.9198968430103185,0.031433373694354186,38.38138,-5.772777
15820,320,1,206.98,1,2,1,4,Lost Customers,1,Dormant Customers,-2.3035143037534747,1.3162320726590662,-22.587318,41.13427
15821,45,2,570.96,3,3,3,9,Needs Attention,0,High-Spend Watchlist,-0.11013504045211059,-0.6022326202974267,-10.504156,-44.48357
15822,4,2,885.47,5,3,3,11,Potential Loyalists,0,High-Spend Watchlist,0.3019554592251092,-0.8287709498928183,3.0793607,-43.101223
15823,373,1,15.0,1,2,1,4,Lost Customers,1,Dormant Customers,-3.811803872741394,1.0078923342798511,-30.492193,51.56422
15825,173,1,532.94,2,2,3,7,At Risk,1,Dormant Customers,-1.132686127488231,0.3150331589237621,-29.556845,9.515911
15826,57,3,1654.31,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.6133361675068348,-0.04938243913612167,29.569622,-33.384426
15827,74,14,1836.0900000000001,2,5,4,11,At Risk,2,High-Value Active,1.7890132892449617,0.7199504244057633,35.911774,49.961597
15829,100,2,636.14,2,3,3,8,At Risk,0,High-Spend Watchlist,-0.3233043939976469,-0.08904791980717429,-7.7062716,-22.166822
15830,38,1,576.0,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.44227385935031827,-0.8415823789102707,-42.627323,-20.234138
15831,59,3,794.64,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.24603158796440205,-0.2522869759270492,22.657335,-45.036274
15832,255,1,836.79,1,2,3,6,At Risk,1,Dormant Customers,-1.309133617433235,1.1672598894723785,-16.800953,18.873396
15834,71,4,2225.15,3,4,5,12,Loyal Customers,2,High-Value Active,0.894071606468249,0.2616182537179064,33.983402,-4.077952
15835,45,4,954.09,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.6066407661406533,-0.22019810233311057,42.66529,-15.00956
15836,51,1,137.37,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-1.2021858618916432,-1.1575126923540302,-67.39728,1.1638465
15837,65,1,391.98,3,2,2,7,Needs Attention,0,High-Spend Watchlist,-0.7602847268879924,-0.7211357941853881,-46.332813,-10.822537
15838,12,19,33643.08,5,5,5,15,Champions,2,High-Value Active,3.770855893546207,1.181035273204071,4.914286,59.804234
15839,34,3,1048.49,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.5020567097665524,-0.3874927683367118,30.865196,-42.82405
15840,59,2,355.56,3,3,2,8,Needs Attention,0,High-Spend Watchlist,-0.40850316946547804,-0.6220287088032017,-20.527058,-43.530857
15841,73,4,1224.06,2,4,4,10,At Risk,0,High-Spend Watchlist,0.5928237477111888,0.09941956961504717,36.098454,-10.505148
15843,304,1,118.95000000000002,1,2,1,4,Lost Customers,1,Dormant Customers,-2.4948517591032604,1.0108209620210518,-30.598408,42.31088
15844,47,1,130.73999999999998,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-1.2068210375893935,-1.2072450176545362,-68.21357,1.576863
15845,18,8,3711.77,4,5,5,14,Champions,2,High-Value Active,1.936710572634971,0.21436234049413339,31.673496,34.70459
15847,39,2,389.27,3,3,2,8,Needs Attention,0,High-Spend Watchlist,-0.26772899339946316,-0.7696600890331241,-17.873983,-50.048233
15850,20,2,234.88,4,3,1,8,Potential Loyalists,0,High-Spend Watchlist,-0.42169358365839255,-1.0871980856259909,-27.043358,-54.47967
15852,187,2,160.71,1,3,1,5,At Risk,1,Dormant Customers,-1.4132179200755477,0.2588725255935819,-11.688688,-3.0530665
15853,52,1,110.8,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-1.3111085992099383,-1.2129146858126327,-68.758125,3.5428581
15854,5,12,2969.12,5,5,5,15,Champions,2,High-Value Active,2.2263936586673116,0.1975775608738359,30.03008,49.975937
15855,137,5,712.24,2,4,3,9,At Risk,0,High-Spend Watchlist,0.18588854682705128,0.577377786113252,32.33779,-17.909468
15856,5,27,16143.64,5,5,5,15,Champions,2,High-Value Active,3.7535036049848403,1.0490115028109235,7.801888,62.03262
15857,19,1,297.0,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.6729961302541454,-1.2064204352678491,-60.019543,-20.469515
15858,16,5,1427.57,4,4,4,12,Champions,2,High-Value Active,1.109860042085407,-0.2712465031910307,63.46132,2.54269
15860,41,8,965.16,3,5,4,12,Loyal Customers,2,High-Value Active,1.168349034171968,0.010415232024195942,56.34165,36.40275
15861,13,8,3146.92,5,5,5,15,Champions,2,High-Value Active,1.8803120884200657,0.12101312861944455,33.419525,35.62559
15862,9,4,832.88,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.7144005342247339,-0.5756778536847843,51.74357,-16.808043
15863,26,2,68.84,4,3,1,8,Potential Loyalists,0,High-Spend Watchlist,-1.0448644530453457,-1.4008980095931367,-33.797764,-50.823402
15864,23,6,1936.3200000000002,4,5,4,13,Champions,2,High-Value Active,1.3655038133366288,-0.04968303077685201,52.548325,22.159615
15865,41,3,895.13,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.39110139986341064,-0.3738332693928034,28.228924,-45.249733
15866,102,1,211.89,2,2,1,5,Needs Attention,0,High-Spend Watchlist,-1.2383762145003367,-0.5821449839134454,-49.59743,8.886306
15867,6,15,3810.14,5,5,5,15,Champions,2,High-Value Active,2.532884822347058,0.37391335075364057,20.969368,54.187447
15869,278,2,149.64,1,3,1,5,At Risk,1,Dormant Customers,-1.8877023349668454,1.0329122507965318,-25.237791,36.218536
15870,33,1,351.44,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.6587581880136646,-1.0335806112644357,-53.768745,-18.633379
15872,15,2,316.25,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.25284544906491996,-1.0417445295962577,-20.834602,-56.427704
15874,64,7,4405.88,3,5,5,13,Loyal Customers,2,High-Value Active,1.6904727088117215,0.615454661312726,36.06922,18.70724
15877,2,2,490.33,5,3,3,11,Potential Loyalists,0,High-Spend Watchlist,0.02353411307550735,-1.0237793596662454,-7.335572,-55.62322
15880,370,1,329.03000000000003,1,2,2,5,Lost Customers,1,Dormant Customers,-2.3197875933820615,1.8921541856235216,-11.730499,52.093784
15881,313,5,501.39000000000004,1,4,3,8,At Risk,1,Dormant Customers,-0.8359205683771301,2.010257160606764,-2.4893816,9.22053
15882,199,4,516.36,1,4,3,8,At Risk,1,Dormant Customers,-0.43703466055320683,0.9413886292450031,13.379143,-3.7748609
15883,3,2,396.48,5,3,2,10,Potential Loyalists,0,High-Spend Watchlist,-0.08477922531399604,-1.0788058258094027,-15.334927,-58.0407
15885,93,3,379.35,2,4,2,8,At Risk,0,High-Spend Watchlist,-0.27861602796638535,-0.1771422590026047,16.009047,-49.28524
15886,61,1,181.09,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-1.116484110122396,-0.9875110389684093,-62.19375,-2.0635457
15888,81,1,168.31,2,2,1,5,Needs Attention,0,High-Spend Watchlist,-1.248682687561689,-0.8345951539937608,-61.282406,1.0864828
15889,157,2,420.07,2,3,2,7,At Risk,0,High-Spend Watchlist,-0.8010237789837985,0.284552242952531,-7.5735135,-10.687907
15891,227,1,511.68,1,2,3,6,At Risk,1,Dormant Customers,-1.4135414855277613,0.7747889974779905,-25.532932,15.398287
15894,254,2,258.25,1,3,2,6,At Risk,1,Dormant Customers,-1.5066619907273973,0.9864630609763329,-6.992001,3.1506917
15895,150,1,179.17,2,2,1,5,Needs Attention,1,Dormant Customers,-1.5518584083215428,-0.21280865787609715,-46.801758,14.602701
15897,195,2,208.59,1,3,1,5,At Risk,1,Dormant Customers,-1.3252793994657088,0.40681452822185316,-9.997839,-3.000474
15898,2,5,1383.83,5,4,4,13,Champions,2,High-Value Active,1.1623512397840896,-0.402966112505153,65.61775,2.741624
15899,369,1,56.25,1,2,1,4,Lost Customers,1,Dormant Customers,-3.1701215248509915,1.3564375134043332,-28.78889,52.19288
15900,24,1,337.28,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.635273283716233,-1.1245796323347035,-56.09081,-20.293594
15901,17,3,351.73,4,4,2,10,Loyal Customers,0,High-Spend Watchlist,0.051942151120971065,-0.8640879976862226,19.848783,-57.745182
15903,10,7,5126.76,5,5,5,15,Champions,2,High-Value Active,2.0254524681842825,0.189051672874244,27.466694,29.985489
15904,9,1,164.68,5,2,1,8,Potential Loyalists,0,High-Spend Watchlist,-0.9112364531000728,-1.470420284895611,-73.42547,-11.607546
15906,20,7,1567.69,4,5,4,13,Champions,2,High-Value Active,1.3989044535300388,-0.0798533243343577,48.80564,33.620407
15907,4,3,882.72,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.5631406454272413,-0.7014213538188468,35.074337,-48.626
15909,174,1,191.94,2,2,1,5,Needs Attention,1,Dormant Customers,-1.6344376533649274,0.017559948356975996,-43.568363,17.073957
15910,1,8,1228.88,5,5,4,14,Champions,2,High-Value Active,1.4795150468228955,-0.26659636319896307,52.398247,38.177574
15912,179,2,264.62,2,3,2,7,At Risk,1,Dormant Customers,-1.1322843596957781,0.3382389998467291,-9.071235,-5.262611
15916,17,8,1502.8600000000001,4,5,4,13,Champions,2,High-Value Active,1.5003573295693367,-0.0662487691494881,45.86043,40.172127
15917,248,1,123.1,1,2,1,4,Lost Customers,1,Dormant Customers,-2.2075601943175953,0.5315932745065257,-39.976505,32.09627
15918,191,2,334.23,1,3,2,6,At Risk,1,Dormant Customers,-1.076665428212502,0.5131408498932287,-7.68471,-4.939924
15919,20,2,525.69,4,3,3,10,Potential Loyalists,0,High-Spend Watchlist,-0.029546084901946428,-0.845546696840899,-9.273397,-52.96392
15920,155,4,167.5,2,4,1,7,At Risk,0,High-Spend Watchlist,-0.7719907200487321,0.21934396115608507,6.6813293,-12.1244545
15921,173,1,323.03000000000003,2,2,2,6,Needs Attention,1,Dormant Customers,-1.3765050412007227,0.16478566455611487,-34.90956,10.569985
15922,374,1,369.5,1,2,2,5,Lost Customers,1,Dormant Customers,-2.282654979953607,1.9619122690494393,-10.384503,52.009216
15923,373,1,127.08,1,2,1,4,Lost Customers,1,Dormant Customers,-2.7963625099043807,1.6336334555098304,-24.463808,53.643642
15925,195,1,207.15,1,2,1,4,Lost Customers,1,Dormant Customers,-1.6989026421524855,0.2239340178512139,-40.407253,18.151154
15930,68,1,426.63,3,2,2,7,Needs Attention,0,High-Spend Watchlist,-0.7335350319942414,-0.6694949352436534,-44.299644,-10.17375
15932,5,8,2495.87,5,5,5,15,Champions,2,High-Value Active,1.8058690677619813,-0.018612599351886878,36.485416,37.453655
15933,22,3,1107.46,4,4,4,12,Champions,0,High-Spend Watchlist,0.5867484939826367,-0.47593154156211176,33.90456,-42.76543
15935,240,2,416.86,1,3,2,6,At Risk,1,Dormant Customers,-1.2059569219503206,1.0076992319541322,-4.317339,2.5094173
15937,65,1,145.35,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-1.2424857075010152,-1.0182804578851068,-64.19289,1.475438
15938,113,5,404.58,2,4,2,8,At Risk,0,High-Spend Watchlist,0.026321349903753472,0.19779230567805672,35.46719,-21.37894
15939,90,15,6115.01,2,5,5,12,At Risk,2,High-Value Active,2.35775273116114,1.2503886692232544,15.344508,44.400364
15940,312,1,35.8,1,2,1,4,Lost Customers,1,Dormant Customers,-3.110340625875552,0.7252928912473406,-37.682877,44.54977
15942,134,1,337.44,2,2,2,6,Needs Attention,0,High-Spend Watchlist,-1.1667496993688362,-0.1629987952699296,-38.77862,4.8604116
15944,277,1,325.1,1,2,2,5,Lost Customers,1,Dormant Customers,-1.8761013834851106,1.0756978079457384,-22.658203,27.113752
15945,366,1,181.0,1,2,1,4,Lost Customers,1,Dormant Customers,-2.5910046768692876,1.6781472227272376,-20.05977,53.843002
15947,83,1,1708.24,2,2,4,8,At Risk,0,High-Spend Watchlist,-0.12964844755102634,-0.12157942841097555,-28.21557,-13.658966
15948,9,2,955.24,5,3,4,12,Potential Loyalists,0,High-Spend Watchlist,0.31477206894648746,-0.76227801156473,2.8428843,-42.123444
15949,17,2,364.72,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.193104814185559,-0.9814928063924058,-17.753626,-55.801342
15950,32,4,1744.71,4,4,4,12,Champions,2,High-Value Active,0.963904076788461,-0.15239028335156915,41.646465,-4.9563665
15951,9,2,708.22,5,3,3,11,Potential Loyalists,0,High-Spend Watchlist,0.16888359810407036,-0.8521782447642257,-1.3436298,-50.128727
15952,34,4,781.91,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.5627677678165894,-0.37614280317834664,46.568783,-19.69215
15953,16,8,1657.28,4,5,4,13,Champions,2,High-Value Active,1.5529083140383189,-0.04558450169317961,44.935818,39.916893
15955,25,14,4416.26,4,5,5,14,Champions,2,High-Value Active,2.454160693521949,0.5556002557878167,20.554462,50.563286
15957,32,1,428.89,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.5569485511445273,-0.9825618935058126,-49.034073,-20.786379
15958,75,1,104.35,2,2,1,5,Needs Attention,0,High-Spend Watchlist,-1.4512929238963468,-1.0297628159806762,-66.30978,6.5478625
15963,20,2,470.76,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.08331480123343939,-0.8786803646977652,-11.150349,-53.7389
15965,18,4,808.87,4,4,3,11,Loyal Customers,0,High-Spend Watchlist,0.6566347364704948,-0.5058036020925858,50.15533,-18.130709
15967,24,2,397.68,4,3,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.18481537794026864,-0.8943516236344409,-16.524323,-53.308514
15969,3,3,666.1,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.4306987136805175,-0.794754485965217,30.7802,-54.648815
15970,304,1,314.1,1,2,2,5,Lost Customers,1,Dormant Customers,-2.023362682844333,1.3013646743646894,-17.230349,29.775738
15971,18,12,4199.85,4,5,5,14,Champions,2,High-Value Active,2.332799077320373,0.4154943550215066,23.73379,46.466595
15973,367,1,307.82000000000005,1,2,2,5,Lost Customers,1,Dormant Customers,-2.3377136580610394,1.8459506748793086,-12.617317,52.38497
15974,40,7,3442.15,3,5,5,13,Loyal Customers,2,High-Value Active,1.686009048259174,0.3314479747964725,35.482693,21.976603
15975,85,1,371.01,2,2,2,6,Needs Attention,0,High-Spend Watchlist,-0.883729438251974,-0.5628255514727817,-45.567646,-4.587447
15976,166,2,427.64,2,3,2,7,At Risk,1,Dormant Customers,-0.8358286016212315,0.36857563878874855,-6.9742126,-10.118515
15977,18,2,1054.73,4,3,4,11,Potential Loyalists,0,High-Spend Watchlist,0.31958797091357005,-0.6538393047658911,2.3224924,-40.211483
15978,78,1,1098.78,2,2,4,8,At Risk,0,High-Spend Watchlist,-0.3207362241786831,-0.29792765129360527,-31.259823,-13.279281
15980,89,3,2398.86,2,4,5,11,At Risk,2,High-Value Active,0.6399775637588418,0.34204276062855493,23.071165,-13.69166
15981,25,8,3408.48,4,5,5,14,Champions,2,High-Value Active,1.8612729395178294,0.24990874665783655,32.715874,34.64533
15983,23,4,1465.12,4,4,4,12,Champions,2,High-Value Active,0.9221999914483987,-0.28356043882751947,44.93333,-6.6223435
15984,3,10,2780.63,5,5,5,15,Champions,2,High-Value Active,2.0515051965685402,0.08587963908985602,36.145916,43.544533
15985,124,2,1142.42,2,3,4,9,At Risk,0,High-Spend Watchlist,-0.15383217033541285,0.29664129321590604,-1.72772,-24.41068
15986,31,1,168.12,4,2,1,7,Potential Loyalists,0,High-Spend Watchlist,-1.007545710732293,-1.2719504713730672,-69.8127,-8.1729555
15987,13,7,1432.77,5,5,4,14,Champions,2,High-Value Active,1.388836850393373,-0.16809025932880292,51.326847,35.07339
15988,20,1,156.78,4,2,1,7,Potential Loyalists,0,High-Spend Watchlist,-0.988257846795776,-1.3889738221382082,-72.63195,-8.844101
15990,45,2,792.11,3,3,3,9,Needs Attention,0,High-Spend Watchlist,0.04944666655877542,-0.503894262291408,-5.1911964,-40.48322
15992,4,1,41.989999999999995,5,2,1,8,Potential Loyalists,0,High-Spend Watchlist,-1.5456635133606726,-1.9199655928868382,-73.614006,9.364648
15993,9,7,2777.67,5,5,5,15,Champions,2,High-Value Active,1.7311815813861036,-0.004004629400293287,37.27354,31.213238
15994,55,1,414.27,3,2,2,7,Needs Attention,0,High-Spend Watchlist,-0.6850148633090815,-0.791942592249437,-47.0744,-14.532676
15996,89,6,1032.58,2,5,4,11,At Risk,2,High-Value Active,0.7397687961181915,0.33817711111786714,30.241714,-12.590959
15998,37,5,3080.22,3,4,5,12,Loyal Customers,2,High-Value Active,1.3835906637822606,0.14353241196394123,54.5939,12.101675
16000,3,3,12393.7,5,4,5,14,Champions,2,High-Value Active,1.8571941953485396,0.08428877029390376,30.266327,6.752603
16003,30,5,2735.37,4,4,5,13,Champions,2,High-Value Active,1.3594831469414927,0.046643720536577275,54.862885,11.367298
16005,13,4,578.71,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.5175832061484894,-0.6500857497693309,52.378517,-23.792673
16006,212,1,101.4,1,2,1,4,Lost Customers,1,Dormant Customers,-2.1273750821703095,0.15912130996076482,-44.326183,29.281702
16007,48,4,1693.81,3,4,4,11,Loyal Customers,2,High-Value Active,0.8721193236263227,-0.02144636962228966,38.70575,-6.691004
16008,24,3,478.78,4,4,2,10,Loyal Customers,0,High-Spend Watchlist,0.16828169416084676,-0.710363556210329,22.754223,-55.503307
16009,23,4,972.11,4,4,4,12,Champions,0,High-Spend Watchlist,0.7221070108461173,-0.40686288701862855,47.53031,-13.428235
16010,246,3,392.4,1,4,2,7,At Risk,1,Dormant Customers,-1.0017038128902793,1.1702798317447458,-4.348117,6.9539175
16011,9,16,3352.96,5,5,5,15,Champions,2,High-Value Active,2.5113616196107964,0.388726635292565,21.351805,55.2265
16012,36,3,1415.29,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.6387138606985516,-0.2798431068989741,32.18925,-36.815086
16013,4,47,37130.6,5,5,5,15,Champions,2,High-Value Active,4.657124780688731,1.53117576702233,4.938564,65.01839
16014,38,3,646.83,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.2472098494152408,-0.49765995680304775,24.280067,-49.985657
16015,4,3,704.55,5,4,3,12,Loyal Customers,0,High-Spend Watchlist,0.4532213401441599,-0.7691564607879883,31.403303,-54.02767
16016,4,8,1465.51,5,5,4,14,Champions,2,High-Value Active,1.5509179415506689,-0.1874390524430309,45.857468,40.824127
16017,48,1,211.88,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-0.9773792185297906,-1.054138056641511,-61.813213,-7.0898933
16018,40,2,408.90000000000003,3,3,2,8,Needs Attention,0,High-Spend Watchlist,-0.24860567331106567,-0.7461568039959928,-17.314375,-49.78859
16019,47,9,3786.2400000000002,3,5,5,13,Loyal Customers,2,High-Value Active,1.9024398756924878,0.5207894911706418,35.778587,24.600843
16020,17,3,851.01,4,4,3,11,Loyal Customers,0,High-Spend Watchlist,0.4824635333142099,-0.5987896335793846,32.216522,-49.203236
16022,261,1,602.63,1,2,3,6,At Risk,1,Dormant Customers,-1.4981633314989555,1.1210889270434976,-19.291626,19.421598
16023,47,3,719.81,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.2558181287573333,-0.38688428939021935,23.625917,-46.881805
16024,13,1,251.03,5,2,2,9,Potential Loyalists,0,High-Spend Watchlist,-0.7257857721154338,-1.3092647881990984,-64.227646,-18.74586
16025,30,1,439.65999999999997,4,2,2,8,Potential Loyalists,0,High-Spend Watchlist,-0.5352015673872818,-0.9925988473313803,-48.82403,-21.258131
16026,44,1,236.09,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-0.9054622417169093,-1.0566969739071705,-61.115616,-8.959365
16027,92,6,934.62,2,5,4,11,At Risk,2,High-Value Active,0.6766577319376383,0.3344434558871302,30.231915,-12.756456
16029,39,63,80850.84,3,5,5,13,Loyal Customers,2,High-Value Active,5.130522387750474,2.1994612157342157,3.789737,65.77479
16030,310,1,331.24,1,2,2,5,Lost Customers,1,Dormant Customers,-2.02650733635049,1.3697408738610153,-16.370401,29.682892
16031,93,2,547.9,2,3,3,8,At Risk,0,High-Spend Watchlist,-0.36224261216801984,-0.19507567136961745,-9.0593405,-22.143185
16033,6,20,8778.82,5,5,5,15,Champions,2,High-Value Active,3.1886033743687907,0.7462238766248442,11.558149,57.577618
16034,197,3,437.7,1,4,2,7,At Risk,1,Dormant Customers,-0.711646479245892,0.7747895008784074,9.002007,-7.3909273
16036,88,2,758.92,2,3,3,8,At Risk,0,High-Spend Watchlist,-0.1792715136666294,-0.14091918123235414,-6.986627,-25.747252
16037,270,3,855.02,1,4,3,8,At Risk,1,Dormant Customers,-0.7381709384713185,1.61393164036635,-0.16585171,8.004157
16038,8,3,471.78000000000003,5,4,2,11,Loyal Customers,0,High-Spend Watchlist,0.23844594399580502,-0.8546305809420088,22.966953,-57.756504
16040,66,3,1313.55,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.4573109350829373,-0.040058181932407205,24.873016,-32.82089
16041,31,3,3166.4,4,4,5,13,Champions,2,High-Value Active,1.0558018488562124,-0.0814177595003742,25.239126,-18.006905
16042,23,5,1177.47,4,4,4,12,Champions,2,High-Value Active,0.9820709903670247,-0.267960389519252,64.49743,-1.3202996
16043,38,4,773.99,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.538469355769894,-0.3442400998521046,45.89926,-19.740461
16045,120,4,1340.7,2,4,4,10,At Risk,0,High-Spend Watchlist,0.4100383204653006,0.5375756067455421,28.70074,-8.203749
16048,374,2,256.44,1,3,2,6,At Risk,1,Dormant Customers,-2.0901265248105565,2.0331975071042856,-1.9114972,16.94772
16049,41,3,1074.81,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.48031271989845303,-0.3188589562831118,29.859934,-41.825245
16050,174,1,137.9,2,2,1,5,Needs Attention,1,Dormant Customers,-1.7948649534692191,-0.08129948589208039,-46.24443,19.82155
16052,55,1,362.06,3,2,2,7,Needs Attention,0,High-Spend Watchlist,-0.7506067687518226,-0.8323620137517098,-49.61367,-12.670017
16053,33,2,1511.95,4,3,4,11,Potential Loyalists,0,High-Spend Watchlist,0.4227427773202907,-0.41448761627978675,2.9785745,-34.731754
16054,146,1,783.9,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.8140946698385156,0.1949443487794506,-32.824425,-0.56072676
16055,221,1,134.8,1,2,1,4,Lost Customers,1,Dormant Customers,-2.033067633230538,0.32270701292572657,-40.809605,27.744482
16056,46,1,650.75,3,2,3,8,Needs Attention,0,High-Spend Watchlist,-0.4214743009202886,-0.735013133991254,-40.177795,-19.362413
16057,17,7,2263.12,4,5,5,14,Champions,2,High-Value Active,1.5925399532524431,0.0043128498314756155,40.936314,30.845367
16059,66,6,1453.16,3,5,4,12,Loyal Customers,2,High-Value Active,1.017607668034822,0.2398515186847266,46.25956,13.870138
16062,10,4,1153.62,5,4,4,13,Champions,2,High-Value Active,0.8684378455827337,-0.4690370924168341,49.365967,-10.104945
16063,261,1,335.32,1,2,2,5,Lost Customers,1,Dormant Customers,-1.7836974772055538,0.9451354323141627,-24.614874,24.714504
16065,366,1,367.14,1,2,2,5,Lost Customers,1,Dormant Customers,-2.2471048849604878,1.8900671318971272,-10.736569,51.329
16066,17,5,1521.04,4,4,4,12,Champions,2,High-Value Active,1.1359658493879143,-0.24344042969339777,62.795135,3.1955044
16070,23,2,852.15,4,3,3,10,Potential Loyalists,0,High-Spend Watchlist,0.19141210998577174,-0.6742295582180865,-1.1973344,-42.7506
16071,45,1,326.24,3,2,2,7,Needs Attention,0,High-Spend Watchlist,-0.7529788119900427,-0.9510137545217051,-53.391624,-14.110986
16072,289,1,584.3199999999999,1,2,3,6,At Risk,1,Dormant Customers,-1.648544189691868,1.3565524436258496,-15.628368,22.62044
16073,298,1,122.39999999999999,1,2,1,4,Lost Customers,1,Dormant Customers,-2.4520067271818027,0.9669091582170968,-31.029047,41.41697
16076,4,10,2234.73,5,5,5,15,Champions,2,High-Value Active,1.940019726051703,0.028898423429206378,38.586597,44.21645
16078,284,1,79.2,1,2,1,4,Lost Customers,1,Dormant Customers,-2.594694240551024,0.7149154001696266,-35.657516,42.20485
16079,17,3,1352.0,4,4,4,12,Champions,0,High-Spend Watchlist,0.7082364792948906,-0.45966252931544044,35.573013,-38.25665
16080,82,2,217.16,2,3,1,6,At Risk,0,High-Spend Watchlist,-0.759507081049974,-0.568789298233577,-27.605125,-44.68429
16081,57,5,2799.42,3,4,5,12,Loyal Customers,2,High-Value Active,1.2402682320601734,0.2895934914263668,40.164078,10.689954
16083,101,2,1317.62,2,3,4,9,At Risk,0,High-Spend Watchlist,0.026938511552737198,0.13849978202356952,-1.257845,-26.25633
16084,300,1,436.18,1,2,2,5,Lost Customers,1,Dormant Customers,-1.8441717648358555,1.364910722584137,-15.709681,26.352846
16085,24,5,981.51,4,4,4,12,Champions,2,High-Value Active,0.8884564961588822,-0.3139290492981572,65.18725,-4.1934443
16086,60,5,1121.39,3,4,4,11,Loyal Customers,2,High-Value Active,0.7794221104267542,0.04076524983006157,60.345978,-3.066799
16091,155,2,315.06,2,3,2,7,At Risk,0,High-Spend Watchlist,-0.9313983685615893,0.18077405763331114,-9.307045,-9.7356205
16092,115,3,817.86,2,4,3,9,At Risk,0,High-Spend Watchlist,-0.010612683606191529,0.2458263630105034,17.667315,-24.993952
16093,107,1,17.0,2,2,1,5,Needs Attention,1,Dormant Customers,-2.468540029703758,-1.2816085973121167,-71.54612,12.368621
16094,12,4,1078.23,5,4,4,13,Champions,0,High-Spend Watchlist,0.8258070135145826,-0.47186930379953906,49.271343,-11.414116
16096,265,1,320.62,1,2,2,5,Lost Customers,1,Dormant Customers,-1.8248500879590515,0.9666521443048122,-24.580515,25.7272
16097,241,1,185.04999999999998,1,2,1,4,Lost Customers,1,Dormant Customers,-1.9760476989715994,0.59222421827275,-35.708927,28.355267
16098,88,7,2005.63,2,5,4,11,At Risk,2,High-Value Active,1.1904096906487258,0.5885590139434782,41.54713,19.045837
16099,51,3,731.9,3,4,3,10,Loyal Customers,0,High-Spend Watchlist,0.24460350936959388,-0.34691901604468833,23.311853,-46.327637
16101,71,1,1290.7,3,2,4,9,Needs Attention,0,High-Spend Watchlist,-0.20837745244782452,-0.31072230091206815,-30.152,-14.021401
16102,43,3,1842.14,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.7334784471755127,-0.13941370933624955,31.732376,-33.583923
16103,8,6,1429.64,5,5,4,14,Champions,2,High-Value Active,1.2900019316704174,-0.27199427481614913,55.839264,29.160736
16104,62,1,298.21,3,2,2,7,Needs Attention,0,High-Spend Watchlist,-0.878867148372095,-0.8293663444724775,-52.404022,-7.6160326
16105,249,1,336.96,1,2,2,5,Lost Customers,1,Dormant Customers,-1.7233183306576023,0.8417145855675389,-26.593132,22.118322
16106,66,1,108.38,3,2,1,6,Needs Attention,0,High-Spend Watchlist,-1.3894634635713154,-1.0971329340340918,-67.27506,5.342116
16107,18,7,3204.1600000000003,4,5,5,14,Champions,2,High-Value Active,1.7573849219825053,0.11761356793136862,35.084187,29.909336
16108,85,1,842.5,2,2,3,7,At Risk,0,High-Spend Watchlist,-0.4840883055673046,-0.3165563924569868,-33.65276,-11.852866
16109,219,2,611.88,1,3,3,7,At Risk,1,Dormant Customers,-0.9174661449742983,0.939375623092922,-0.7946047,-0.09373736
16110,46,3,1320.95,3,4,4,11,Loyal Customers,0,High-Spend Watchlist,0.5567253746218177,-0.21317649706121825,30.715221,-36.85678
